missingVotes,district,firstname,title,middlename,lastname,first.name,twitter_id,lo,up,party.y,party.x,state,icpsr.id,idealPoint,gender.y,gender.x,label,nameid,ideal_pointEst
5,3,James,Rep,P.,McGovern,Jim,RepMcGovern,-1.88968543854026,-1.36370698991953,D,D,MA,29729,-1.6267894855764,M,M,McGovern (D MA-3),M000312,1.61786815022
15,10,Patrick,Rep,T.,McHenry,Patrick,PatrickMcHenry,1.12825756030422,1.5197381243214,R,R,NC,20522,1.33263791975477,M,M,McHenry (R NC-10),M001156,3.71519368992
24,7,Mike,Rep,,McIntyre,Mike,repmikemcintyre,-0.354859386658548,-0.170768516650322,D,D,NC,29746,-0.261781911051515,M,M,McIntyre (D NC-7),M000485,2.05383058783
8,25,Howard,Rep,P.,McKeon,Howard,BuckMcKeon,0.591681053777735,0.835076926590663,R,R,CA,29315,0.708400149314761,M,M,McKeon (R CA-25),M000508,1.77477311935
13,1,David,Rep,,McKinley,David,RepMcKinley,0.373404319425708,0.603035057566886,R,R,WV,NA,0.50284807997771,M,M,McKinley (R WV-1),M001180,2.27370946719
18,5,Cathy,Rep,,McMorris-Rodgers,Cathy,cathymcmorris,0.709118996945256,0.975067652520765,R,R,WA,20535,0.845487464374578,F,F,McMorris Rodgers (R WA-5),M001159,4.21244983123
9,11,Gerald,Rep,,McNerney,Jerry,jerrymcnerney,-1.09321619944503,-0.801315915879629,D,D,CA,20702,-0.948909361333805,M,M,McNerney (D CA-11),M001166,2.02847659888
7,7,Patrick,Rep,,Meehan,Pat,patmeehanpa,0.246106848859699,0.455119394372621,R,R,PA,NA,0.35274728262702,M,M,Meehan (R PA-7),M001181,2.62587055719
79,6,Gregory,Rep,W.,Meeks,Gregory,GregoryMeeks,-1.27206320260676,-0.931019588685667,D,D,NY,29776,-1.09267215817467,M,M,Meeks (D NY-6),M001137,1.81115350167
8,2,Michael,Rep,H.,Michaud,Michael,RepMikeMichaud,-0.906583908574219,-0.654082772032535,D,D,ME,20328,-0.77457178635901,M,M,Michaud (D ME-2),M001149,1.70501802505
16,42,Gary,Rep,G.,Miller,Gary,repgarymiller,1.00626047814649,1.34569075410673,R,R,CA,29905,1.18638557604257,M,M,Miller (R CA-42),M001139,1.77477311935
24,7,Gary,Rep,G.,Miller,George,repgarymiller,-1.55080826918136,-1.14270041616698,D,R,CA,14256,-1.34617885327628,M,M,Miller (D CA-7),M000725,1.77477311935
16,42,George,Rep,,Miller,Gary,askgeorge,1.00626047814649,1.34569075410673,R,D,CA,29905,1.18638557604257,M,M,Miller (R CA-42),M001139,1.47679312587
24,7,George,Rep,,Miller,George,askgeorge,-1.55080826918136,-1.14270041616698,D,D,CA,14256,-1.34617885327628,M,M,Miller (D CA-7),M000725,1.47679312587
6,1,Jeff,Rep,,Miller,Jeff,CongJeffMiller,1.0850502408861,1.4643516181156,R,R,FL,20110,1.26932802231992,M,M,Miller (R FL-1),M001144,2.61378550969
4,10,Candice,Rep,S.,Miller,Candice,CandiceMiller,0.545644841440735,0.783664082060471,R,R,MI,20331,0.667447380027239,F,F,Miller (R MI-10),M001150,1.90428962434
35,4,Gwendolynne,Rep,S.,Moore,Gwen,RepGwenMoore,-1.62868165431869,-1.18597516110458,D,D,WI,20537,-1.40043859151113,F,F,Moore (D WI-4),M001160,1.62129543055
23,8,James,Rep,P.,Moran,James,Jim_Moran,-1.27990748146683,-0.947249279460861,D,D,VA,15826,-1.11634696832523,M,M,Moran (D VA-8),M000933,1.5444522287
11,5,John ,Rep,Michael,Mulvaney,Mick,mickmulvaney,0.994723847461475,1.31559750177908,R,R,SC,NA,1.15956411738216,M,M,Mulvaney (R SC-5),M001182,2.20316082705
9,18,Tim,Rep,,Murphy,Tim,RepTimMurphy,0.523591601689249,0.762604638807601,R,R,PA,20346,0.648966325709647,M,M,Murphy (R PA-18),M001151,1.96410401639
48,9,Sue,Rep,W.,Myrick,Sue,SueMyrick,0.781335138432358,1.07025336376615,R,R,NC,29549,0.931249242962727,F,F,Myrick (R NC-9),M001134,4.01351444388
27,38,Grace,Rep,Flores,Napolitano,Grace,gracenapolitano,-1.89435810763854,-1.36431598470199,D,D,CA,29903,-1.61462062541138,F,F,Napolitano (D CA-38),N000179,1.77477311935
11,19,Randy,Rep,,Neugebauer,Randy,RandyNeugebauer,1.06214551529852,1.43217911228501,R,R,TX,20353,1.25168930174109,M,M,Neugebauer (R TX-19),N000182,2.71016084987
7,1,Kristi,Rep,,Noem,Kristi,repkristinoem,0.551661788083604,0.798479545734614,R,R,SD,NA,0.67925647302436,F,F,Noem (R SD-1),N000184,2.00772178247
9,5,Richard,Rep,,Nugent,Richard,RepRichNugent,0.823547181509568,1.11640483000311,R,R,FL,NA,0.970294756724044,M,M,Nugent (R FL-5),N000185,3.50325076225
13,21,Devin,Rep,G.,Nunes,Devin,devinnunes,0.858279429363628,1.14508623519759,R,R,CA,20307,1.00219497661638,M,M,Nunes (R CA-21),N000181,1.96063007652
17,1,Patrick,Rep,Alan,Nunnelee,Alan,AlanNunnelee,0.691853171905107,0.957736459039976,R,R,MS,NA,0.828793361866379,M,M,Nunnelee (R MS-1),N000186,2.13066419775
9,22,Pete,Rep,,Olson,Pete,OlsonPressShop,0.712767902173343,0.978142253235656,R,R,TX,NA,0.844558516469139,M,M,Olson (R TX-22),O000168,3.0393580196
15,23,Bill,Rep,,Owens,Bill,BillOwensNY,-0.425615252318101,-0.235120731635044,D,D,NY,NA,-0.330045019951794,M,M,Owens (D NY-23),O000169,1.19594519489
10,4,Steven,Rep,,Palazzo,Steven,StevenPalazzo,0.666900230926432,0.921223642434061,R,R,MS,NA,0.795003850742165,M,M,Palazzo (R MS-4),P000601,1.90449329694
6,6,Frank,Rep,J.,Pallone,Frank,FrankPallone,-1.95522632615723,-1.43155086249545,D,D,NJ,15619,-1.67369771451092,M,M,Pallone (D NJ-6),P000034,1.26373806892
104,14,Ronald,Rep,Ernest,Paul,Ron,RepRonPaul,0.419850934632483,0.641191382994928,R,R,TX,14290,0.532906623446468,M,M,Paul (R TX-14),P000583,2.87770485197
16,3,Erik,Rep,,Paulsen,Erik,Erik_Paulsen,0.555030488429565,0.795868346984289,R,R,MN,NA,0.678164529130796,M,M,Paulsen (R MN-3),P000594,2.2173926417
23,2,Stevan,Rep,E.,Pearce,Steve,RepStevePearce,0.813882685830523,1.09658078663439,R,R,NM,20337,0.955547485611954,M,M,Pearce (R NM-2),P000588,1.77477311935
61,8,Nancy,Rep,,Pelosi,Nancy,NancyPelosi,-1.59143633703557,-1.14954577910547,D,D,CA,15447,-1.37234125365295,F,F,Pelosi (D CA-8),P000197,0.632859361177
24,6,Mike,Rep,,Pence,Mike,RepMikePence,1.10490107968741,1.48803646183071,R,R,IN,20117,1.30653069068421,M,M,Pence (R IN-6),P000587,3.62007645287
17,7,Ed,Rep,,Perlmutter,Ed,RepPerlmutter,-0.789646183293334,-0.562257607194697,D,D,CO,20705,-0.669538301254392,M,M,Perlmutter (D CO-7),P000593,1.4309138304
49,9,Gary,Rep,C.,Peters,Gary,RepGaryPeters,-0.726497928828787,-0.506388227621557,D,D,MI,NA,-0.617119078349088,M,M,Peters (D MI-9),P000595,1.6996100093
38,1,Chellie,Rep,M.,Pingree,Chellie,chelliepingree,-1.46182934029426,-1.07413197127733,D,D,ME,NA,-1.25432454193214,F,F,Pingree (D ME-1),P000597,1.9604119212
